arm,engine_id,sensor,cued,claimed,canonical,cue_says,actual_shown,pred_rul,true_rul
invcue,77,s4,False,absent,increase,,increase,42,34.0
invcue,77,s7,False,absent,decrease,,decrease,42,34.0
invcue,77,s9,True,decrease,decrease,increase,increase,42,34.0
invcue,77,s11,True,increase,increase,decrease,increase,42,34.0
invcue,77,s12,True,increase,increase,decrease,decrease,42,34.0
invcue,77,s14,True,decrease,decrease,increase,increase,42,34.0
invcue,77,s15,True,unspecified,increase,decrease,decrease,42,34.0
invcue,78,s4,False,absent,increase,,decrease,23,107.0
invcue,78,s7,False,absent,decrease,,increase,23,107.0
invcue,78,s9,True,decrease,decrease,increase,increase,23,107.0
invcue,78,s11,True,increase,increase,decrease,stable,23,107.0
invcue,78,s12,True,increase,increase,decrease,increase,23,107.0
invcue,78,s14,True,decrease,decrease,increase,increase,23,107.0
invcue,78,s15,True,absent,increase,decrease,decrease,23,107.0
invcue,79,s4,False,absent,increase,,decrease,23,63.0
invcue,79,s7,False,absent,decrease,,decrease,23,63.0
invcue,79,s9,True,increase,decrease,increase,decrease,23,63.0
invcue,79,s11,True,stable,increase,decrease,increase,23,63.0
invcue,79,s12,True,stable,increase,decrease,stable,23,63.0
invcue,79,s14,True,increase,decrease,increase,decrease,23,63.0
invcue,79,s15,True,unspecified,increase,decrease,increase,23,63.0
invcue,80,s4,False,absent,increase,,increase,23,90.0
invcue,80,s7,False,absent,decrease,,decrease,23,90.0
invcue,80,s9,True,decrease,decrease,increase,stable,23,90.0
invcue,80,s11,True,increase,increase,decrease,increase,23,90.0
invcue,80,s12,True,increase,increase,decrease,decrease,23,90.0
invcue,80,s14,True,decrease,decrease,increase,decrease,23,90.0
invcue,80,s15,True,absent,increase,decrease,increase,23,90.0
invcue,81,s4,False,absent,increase,,increase,23,8.0
invcue,81,s7,False,absent,decrease,,decrease,23,8.0
invcue,81,s9,True,absent,decrease,increase,increase,23,8.0
invcue,81,s11,True,increase,increase,decrease,increase,23,8.0
invcue,81,s12,True,increase,increase,decrease,decrease,23,8.0
invcue,81,s14,True,absent,decrease,increase,increase,23,8.0
invcue,81,s15,True,absent,increase,decrease,increase,23,8.0
invcue,82,s4,False,absent,increase,,increase,23,9.0
invcue,82,s7,False,absent,decrease,,decrease,23,9.0
invcue,82,s9,True,increase,decrease,increase,increase,23,9.0
invcue,82,s11,True,increase,increase,decrease,increase,23,9.0
invcue,82,s12,True,increase,increase,decrease,decrease,23,9.0
invcue,82,s14,True,increase,decrease,increase,decrease,23,9.0
invcue,82,s15,True,absent,increase,decrease,increase,23,9.0
invcue,83,s4,False,absent,increase,,stable,23,125.0
invcue,83,s7,False,absent,decrease,,decrease,23,125.0
invcue,83,s9,True,increase,decrease,increase,decrease,23,125.0
invcue,83,s11,True,decrease,increase,decrease,decrease,23,125.0
invcue,83,s12,True,decrease,increase,decrease,decrease,23,125.0
invcue,83,s14,True,increase,decrease,increase,increase,23,125.0
invcue,83,s15,True,decrease,increase,decrease,increase,23,125.0
invcue,84,s4,False,absent,increase,,increase,23,58.0
invcue,84,s7,False,absent,decrease,,decrease,23,58.0
invcue,84,s9,True,decrease,decrease,increase,stable,23,58.0
invcue,84,s11,True,increase,increase,decrease,decrease,23,58.0
invcue,84,s12,True,increase,increase,decrease,increase,23,58.0
invcue,84,s14,True,decrease,decrease,increase,decrease,23,58.0
invcue,84,s15,True,absent,increase,decrease,decrease,23,58.0
invcue,85,s4,False,absent,increase,,increase,23,118.0
invcue,85,s7,False,absent,decrease,,increase,23,118.0
invcue,85,s9,True,decrease,decrease,increase,decrease,23,118.0
invcue,85,s11,True,increase,increase,decrease,increase,23,118.0
invcue,85,s12,True,increase,increase,decrease,increase,23,118.0
invcue,85,s14,True,decrease,decrease,increase,stable,23,118.0
invcue,85,s15,True,absent,increase,decrease,decrease,23,118.0
invcue,86,s4,False,absent,increase,,decrease,23,89.0
invcue,86,s7,False,absent,decrease,,stable,23,89.0
invcue,86,s9,True,decrease,decrease,increase,increase,23,89.0
invcue,86,s11,True,increase,increase,decrease,increase,23,89.0
invcue,86,s12,True,increase,increase,decrease,decrease,23,89.0
invcue,86,s14,True,decrease,decrease,increase,increase,23,89.0
invcue,86,s15,True,absent,increase,decrease,increase,23,89.0
invcue,87,s4,False,absent,increase,,decrease,42,116.0
invcue,87,s7,False,absent,decrease,,decrease,42,116.0
invcue,87,s9,True,increase,decrease,increase,decrease,42,116.0
invcue,87,s11,True,increase,increase,decrease,decrease,42,116.0
invcue,87,s12,True,increase,increase,decrease,increase,42,116.0
invcue,87,s14,True,increase,decrease,increase,stable,42,116.0
invcue,87,s15,True,increase,increase,decrease,increase,42,116.0
invcue,88,s4,False,absent,increase,,decrease,23,115.0
invcue,88,s7,False,absent,decrease,,increase,23,115.0
invcue,88,s9,True,increase,decrease,increase,increase,23,115.0
invcue,88,s11,True,increase,increase,decrease,decrease,23,115.0
invcue,88,s12,True,increase,increase,decrease,increase,23,115.0
invcue,88,s14,True,increase,decrease,increase,increase,23,115.0
invcue,88,s15,True,absent,increase,decrease,decrease,23,115.0
invcue,89,s4,False,absent,increase,,increase,23,125.0
invcue,89,s7,False,absent,decrease,,stable,23,125.0
invcue,89,s9,True,increase,decrease,increase,increase,23,125.0
invcue,89,s11,True,decrease,increase,decrease,decrease,23,125.0
invcue,89,s12,True,decrease,increase,decrease,decrease,23,125.0
invcue,89,s14,True,increase,decrease,increase,stable,23,125.0
invcue,89,s15,True,absent,increase,decrease,increase,23,125.0
invcue,90,s4,False,absent,increase,,increase,23,28.0
invcue,90,s7,False,absent,decrease,,decrease,23,28.0
invcue,90,s9,True,increase,decrease,increase,increase,23,28.0
invcue,90,s11,True,increase,increase,decrease,increase,23,28.0
invcue,90,s12,True,increase,increase,decrease,increase,23,28.0
invcue,90,s14,True,increase,decrease,increase,increase,23,28.0
invcue,90,s15,True,absent,increase,decrease,increase,23,28.0
invcue,91,s4,False,absent,increase,,increase,23,38.0
invcue,91,s7,False,absent,decrease,,decrease,23,38.0
invcue,91,s9,True,increase,decrease,increase,increase,23,38.0
invcue,91,s11,True,increase,increase,decrease,increase,23,38.0
invcue,91,s12,True,increase,increase,decrease,increase,23,38.0
invcue,91,s14,True,increase,decrease,increase,stable,23,38.0
invcue,91,s15,True,absent,increase,decrease,increase,23,38.0
invcue,92,s4,False,absent,increase,,decrease,23,20.0
invcue,92,s7,False,absent,decrease,,decrease,23,20.0
invcue,92,s9,True,absent,decrease,increase,increase,23,20.0
invcue,92,s11,True,decrease,increase,decrease,increase,23,20.0
invcue,92,s12,True,decrease,increase,decrease,decrease,23,20.0
invcue,92,s14,True,absent,decrease,increase,increase,23,20.0
invcue,92,s15,True,absent,increase,decrease,stable,23,20.0
invcue,93,s4,False,absent,increase,,stable,23,85.0
invcue,93,s7,False,absent,decrease,,increase,23,85.0
invcue,93,s9,True,unspecified,decrease,increase,increase,23,85.0
invcue,93,s11,True,decrease,increase,decrease,decrease,23,85.0
invcue,93,s12,True,decrease,increase,decrease,increase,23,85.0
invcue,93,s14,True,stable,decrease,increase,increase,23,85.0
invcue,93,s15,True,absent,increase,decrease,increase,23,85.0
invcue,94,s4,False,absent,increase,,increase,42,55.0
invcue,94,s7,False,absent,decrease,,stable,42,55.0
invcue,94,s9,True,increase,decrease,increase,decrease,42,55.0
invcue,94,s11,True,increase,increase,decrease,increase,42,55.0
invcue,94,s12,True,increase,increase,decrease,decrease,42,55.0
invcue,94,s14,True,absent,decrease,increase,stable,42,55.0
invcue,94,s15,True,absent,increase,decrease,increase,42,55.0
invcue,95,s4,False,absent,increase,,decrease,42,125.0
invcue,95,s7,False,absent,decrease,,decrease,42,125.0
invcue,95,s9,True,decrease,decrease,increase,stable,42,125.0
invcue,95,s11,True,increase,increase,decrease,increase,42,125.0
invcue,95,s12,True,increase,increase,decrease,stable,42,125.0
invcue,95,s14,True,decrease,decrease,increase,increase,42,125.0
invcue,95,s15,True,increase,increase,decrease,increase,42,125.0
invcue,96,s4,False,absent,increase,,increase,45,125.0
invcue,96,s7,False,absent,decrease,,decrease,45,125.0
invcue,96,s9,True,decrease,decrease,increase,decrease,45,125.0
invcue,96,s11,True,increase,increase,decrease,increase,45,125.0
invcue,96,s12,True,increase,increase,decrease,increase,45,125.0
invcue,96,s14,True,decrease,decrease,increase,stable,45,125.0
invcue,96,s15,True,absent,increase,decrease,increase,45,125.0
invcue,97,s4,False,absent,increase,,increase,23,82.0
invcue,97,s7,False,absent,decrease,,decrease,23,82.0
invcue,97,s9,True,stable,decrease,increase,increase,23,82.0
invcue,97,s11,True,increase,increase,decrease,increase,23,82.0
invcue,97,s12,True,increase,increase,decrease,decrease,23,82.0
invcue,97,s14,True,stable,decrease,increase,increase,23,82.0
invcue,97,s15,True,absent,increase,decrease,increase,23,82.0
invcue,98,s4,False,absent,increase,,increase,23,59.0
invcue,98,s7,False,absent,decrease,,increase,23,59.0
invcue,98,s9,True,increase,decrease,increase,increase,23,59.0
invcue,98,s11,True,increase,increase,decrease,increase,23,59.0
invcue,98,s12,True,increase,increase,decrease,increase,23,59.0
invcue,98,s14,True,absent,decrease,increase,increase,23,59.0
invcue,98,s15,True,absent,increase,decrease,increase,23,59.0
invcue,99,s4,False,absent,increase,,increase,42,117.0
invcue,99,s7,False,absent,decrease,,increase,42,117.0
invcue,99,s9,True,stable,decrease,increase,increase,42,117.0
invcue,99,s11,True,increase,increase,decrease,increase,42,117.0
invcue,99,s12,True,increase,increase,decrease,decrease,42,117.0
invcue,99,s14,True,stable,decrease,increase,increase,42,117.0
invcue,99,s15,True,absent,increase,decrease,decrease,42,117.0
invcue,100,s4,False,absent,increase,,increase,23,20.0
invcue,100,s7,False,absent,decrease,,decrease,23,20.0
invcue,100,s9,True,decrease,decrease,increase,increase,23,20.0
invcue,100,s11,True,increase,increase,decrease,increase,23,20.0
invcue,100,s12,True,increase,increase,decrease,decrease,23,20.0
invcue,100,s14,True,decrease,decrease,increase,increase,23,20.0
invcue,100,s15,True,increase,increase,decrease,increase,23,20.0
revdata,1,s4,False,absent,increase,,decrease,43,112.0
revdata,1,s7,False,absent,decrease,,increase,43,112.0
revdata,1,s9,True,decrease,decrease,decrease,stable,43,112.0
revdata,1,s11,True,increase,increase,increase,increase,43,112.0
revdata,1,s12,True,unspecified,increase,increase,increase,43,112.0
revdata,1,s14,True,decrease,decrease,decrease,increase,43,112.0
revdata,1,s15,True,absent,increase,increase,decrease,43,112.0
revdata,2,s4,False,absent,increase,,decrease,23,98.0
revdata,2,s7,False,absent,decrease,,stable,23,98.0
revdata,2,s9,True,decrease,decrease,decrease,increase,23,98.0
revdata,2,s11,True,increase,increase,increase,decrease,23,98.0
revdata,2,s12,True,unspecified,increase,increase,decrease,23,98.0
revdata,2,s14,True,decrease,decrease,decrease,increase,23,98.0
revdata,2,s15,True,absent,increase,increase,increase,23,98.0
revdata,3,s4,False,absent,increase,,decrease,42,69.0
revdata,3,s7,False,absent,decrease,,increase,42,69.0
revdata,3,s9,True,decrease,decrease,decrease,stable,42,69.0
revdata,3,s11,True,increase,increase,increase,decrease,42,69.0
revdata,3,s12,True,unspecified,increase,increase,increase,42,69.0
revdata,3,s14,True,decrease,decrease,decrease,decrease,42,69.0
revdata,3,s15,True,unspecified,increase,increase,increase,42,69.0
revdata,4,s4,False,absent,increase,,increase,23,82.0
revdata,4,s7,False,absent,decrease,,increase,23,82.0
revdata,4,s9,True,decrease,decrease,decrease,stable,23,82.0
revdata,4,s11,True,increase,increase,increase,decrease,23,82.0
revdata,4,s12,True,unspecified,increase,increase,decrease,23,82.0
revdata,4,s14,True,decrease,decrease,decrease,increase,23,82.0
revdata,4,s15,True,absent,increase,increase,decrease,23,82.0
revdata,5,s4,False,absent,increase,,decrease,23,91.0
revdata,5,s7,False,absent,decrease,,decrease,23,91.0
revdata,5,s9,True,decrease,decrease,decrease,decrease,23,91.0
revdata,5,s11,True,increase,increase,increase,increase,23,91.0
revdata,5,s12,True,unspecified,increase,increase,increase,23,91.0
revdata,5,s14,True,decrease,decrease,decrease,stable,23,91.0
revdata,5,s15,True,absent,increase,increase,increase,23,91.0
revdata,6,s4,False,absent,increase,,increase,23,93.0
revdata,6,s7,False,absent,decrease,,decrease,23,93.0
revdata,6,s9,True,decrease,decrease,decrease,decrease,23,93.0
revdata,6,s11,True,increase,increase,increase,decrease,23,93.0
revdata,6,s12,True,unspecified,increase,increase,decrease,23,93.0
revdata,6,s14,True,decrease,decrease,decrease,decrease,23,93.0
revdata,6,s15,True,absent,increase,increase,increase,23,93.0
revdata,7,s4,False,absent,increase,,decrease,42,91.0
revdata,7,s7,False,absent,decrease,,increase,42,91.0
revdata,7,s9,True,decrease,decrease,decrease,decrease,42,91.0
revdata,7,s11,True,increase,increase,increase,decrease,42,91.0
revdata,7,s12,True,unspecified,increase,increase,decrease,42,91.0
revdata,7,s14,True,unspecified,decrease,decrease,decrease,42,91.0
revdata,7,s15,True,absent,increase,increase,increase,42,91.0
revdata,8,s4,False,absent,increase,,decrease,23,95.0
revdata,8,s7,False,absent,decrease,,decrease,23,95.0
revdata,8,s9,True,absent,decrease,decrease,stable,23,95.0
revdata,8,s11,True,increase,increase,increase,increase,23,95.0
revdata,8,s12,True,unspecified,increase,increase,increase,23,95.0
revdata,8,s14,True,decrease,decrease,decrease,stable,23,95.0
revdata,8,s15,True,absent,increase,increase,decrease,23,95.0
revdata,9,s4,False,absent,increase,,increase,42,111.0
revdata,9,s7,False,absent,decrease,,increase,42,111.0
revdata,9,s9,True,decrease,decrease,decrease,stable,42,111.0
revdata,9,s11,True,increase,increase,increase,increase,42,111.0
revdata,9,s12,True,unspecified,increase,increase,decrease,42,111.0
revdata,9,s14,True,decrease,decrease,decrease,decrease,42,111.0
revdata,9,s15,True,absent,increase,increase,decrease,42,111.0
revdata,10,s4,False,absent,increase,,decrease,42,96.0
revdata,10,s7,False,increase,decrease,,increase,42,96.0
revdata,10,s9,True,decrease,decrease,decrease,stable,42,96.0
revdata,10,s11,True,increase,increase,increase,decrease,42,96.0
revdata,10,s12,True,increase,increase,increase,decrease,42,96.0
revdata,10,s14,True,decrease,decrease,decrease,stable,42,96.0
revdata,10,s15,True,increase,increase,increase,increase,42,96.0
revdata,11,s4,False,absent,increase,,decrease,23,97.0
revdata,11,s7,False,absent,decrease,,increase,23,97.0
revdata,11,s9,True,decrease,decrease,decrease,increase,23,97.0
revdata,11,s11,True,increase,increase,increase,increase,23,97.0
revdata,11,s12,True,unspecified,increase,increase,decrease,23,97.0
revdata,11,s14,True,decrease,decrease,decrease,increase,23,97.0
revdata,11,s15,True,unspecified,increase,increase,decrease,23,97.0
revdata,12,s4,False,absent,increase,,decrease,23,124.0
revdata,12,s7,False,absent,decrease,,increase,23,124.0
revdata,12,s9,True,decrease,decrease,decrease,decrease,23,124.0
revdata,12,s11,True,increase,increase,increase,increase,23,124.0
revdata,12,s12,True,unspecified,increase,increase,decrease,23,124.0
revdata,12,s14,True,unspecified,decrease,decrease,decrease,23,124.0
revdata,12,s15,True,absent,increase,increase,decrease,23,124.0
revdata,13,s4,False,absent,increase,,decrease,23,95.0
revdata,13,s7,False,absent,decrease,,increase,23,95.0
revdata,13,s9,True,decrease,decrease,decrease,stable,23,95.0
revdata,13,s11,True,increase,increase,increase,decrease,23,95.0
revdata,13,s12,True,decrease,increase,increase,increase,23,95.0
revdata,13,s14,True,decrease,decrease,decrease,decrease,23,95.0
revdata,13,s15,True,absent,increase,increase,increase,23,95.0
revdata,14,s4,False,absent,increase,,increase,23,107.0
revdata,14,s7,False,absent,decrease,,decrease,23,107.0
revdata,14,s9,True,decrease,decrease,decrease,stable,23,107.0
revdata,14,s11,True,increase,increase,increase,increase,23,107.0
revdata,14,s12,True,decrease,increase,increase,increase,23,107.0
revdata,14,s14,True,decrease,decrease,decrease,stable,23,107.0
revdata,14,s15,True,absent,increase,increase,increase,23,107.0
revdata,15,s4,False,absent,increase,,decrease,43,83.0
revdata,15,s7,False,absent,decrease,,increase,43,83.0
revdata,15,s9,True,decrease,decrease,decrease,decrease,43,83.0
revdata,15,s11,True,increase,increase,increase,decrease,43,83.0
revdata,15,s12,True,increase,increase,increase,increase,43,83.0
revdata,15,s14,True,decrease,decrease,decrease,stable,43,83.0
revdata,15,s15,True,increase,increase,increase,increase,43,83.0
revdata,16,s4,False,absent,increase,,stable,23,84.0
revdata,16,s7,False,absent,decrease,,decrease,23,84.0
revdata,16,s9,True,decrease,decrease,decrease,decrease,23,84.0
revdata,16,s11,True,increase,increase,increase,decrease,23,84.0
revdata,16,s12,True,increase,increase,increase,increase,23,84.0
revdata,16,s14,True,decrease,decrease,decrease,decrease,23,84.0
revdata,16,s15,True,increase,increase,increase,decrease,23,84.0
revdata,17,s4,False,absent,increase,,decrease,23,50.0
revdata,17,s7,False,absent,decrease,,increase,23,50.0
revdata,17,s9,True,decrease,decrease,decrease,decrease,23,50.0
revdata,17,s11,True,increase,increase,increase,decrease,23,50.0
revdata,17,s12,True,increase,increase,increase,decrease,23,50.0
revdata,17,s14,True,decrease,decrease,decrease,decrease,23,50.0
revdata,17,s15,True,increase,increase,increase,decrease,23,50.0
revdata,18,s4,False,absent,increase,,decrease,42,28.0
revdata,18,s7,False,absent,decrease,,increase,42,28.0
revdata,18,s9,True,decrease,decrease,decrease,increase,42,28.0
revdata,18,s11,True,unspecified,increase,increase,decrease,42,28.0
revdata,18,s12,True,unspecified,increase,increase,increase,42,28.0
revdata,18,s14,True,decrease,decrease,decrease,increase,42,28.0
revdata,18,s15,True,unspecified,increase,increase,decrease,42,28.0
revdata,19,s4,False,absent,increase,,decrease,23,87.0
revdata,19,s7,False,absent,decrease,,decrease,23,87.0
revdata,19,s9,True,decrease,decrease,decrease,increase,23,87.0
revdata,19,s11,True,increase,increase,increase,stable,23,87.0
revdata,19,s12,True,unspecified,increase,increase,increase,23,87.0
revdata,19,s14,True,decrease,decrease,decrease,increase,23,87.0
revdata,19,s15,True,absent,increase,increase,decrease,23,87.0
revdata,20,s4,False,absent,increase,,increase,23,16.0
revdata,20,s7,False,absent,decrease,,increase,23,16.0
revdata,20,s9,True,decrease,decrease,decrease,decrease,23,16.0
revdata,20,s11,True,increase,increase,increase,decrease,23,16.0
revdata,20,s12,True,unspecified,increase,increase,increase,23,16.0
revdata,20,s14,True,decrease,decrease,decrease,increase,23,16.0
revdata,20,s15,True,absent,increase,increase,decrease,23,16.0
revdata,21,s4,False,absent,increase,,stable,23,57.0
revdata,21,s7,False,absent,decrease,,increase,23,57.0
revdata,21,s9,True,decrease,decrease,decrease,decrease,23,57.0
revdata,21,s11,True,increase,increase,increase,decrease,23,57.0
revdata,21,s12,True,unspecified,increase,increase,decrease,23,57.0
revdata,21,s14,True,decrease,decrease,decrease,decrease,23,57.0
revdata,21,s15,True,unspecified,increase,increase,decrease,23,57.0
revdata,22,s4,False,absent,increase,,decrease,42,111.0
revdata,22,s7,False,absent,decrease,,decrease,42,111.0
revdata,22,s9,True,decrease,decrease,decrease,decrease,42,111.0
revdata,22,s11,True,increase,increase,increase,decrease,42,111.0
revdata,22,s12,True,increase,increase,increase,stable,42,111.0
revdata,22,s14,True,decrease,decrease,decrease,stable,42,111.0
revdata,22,s15,True,increase,increase,increase,increase,42,111.0
revdata,23,s4,False,absent,increase,,decrease,23,113.0
revdata,23,s7,False,absent,decrease,,increase,23,113.0
revdata,23,s9,True,decrease,decrease,decrease,decrease,23,113.0
revdata,23,s11,True,increase,increase,increase,stable,23,113.0
revdata,23,s12,True,increase,increase,increase,increase,23,113.0
revdata,23,s14,True,decrease,decrease,decrease,decrease,23,113.0
revdata,23,s15,True,increase,increase,increase,decrease,23,113.0
revdata,24,s4,False,absent,increase,,decrease,23,20.0
revdata,24,s7,False,absent,decrease,,increase,23,20.0
revdata,24,s9,True,decrease,decrease,decrease,decrease,23,20.0
revdata,24,s11,True,increase,increase,increase,decrease,23,20.0
revdata,24,s12,True,unspecified,increase,increase,increase,23,20.0
revdata,24,s14,True,decrease,decrease,decrease,decrease,23,20.0
revdata,24,s15,True,absent,increase,increase,decrease,23,20.0
revdata,25,s4,False,absent,increase,,increase,23,125.0
revdata,25,s7,False,absent,decrease,,stable,23,125.0
revdata,25,s9,True,decrease,decrease,decrease,decrease,23,125.0
revdata,25,s11,True,increase,increase,increase,increase,23,125.0
revdata,25,s12,True,unspecified,increase,increase,increase,23,125.0
revdata,25,s14,True,decrease,decrease,decrease,decrease,23,125.0
revdata,25,s15,True,absent,increase,increase,increase,23,125.0
revdata,26,s4,False,absent,increase,,decrease,23,119.0
revdata,26,s7,False,absent,decrease,,decrease,23,119.0
revdata,26,s9,True,decrease,decrease,decrease,decrease,23,119.0
revdata,26,s11,True,increase,increase,increase,decrease,23,119.0
revdata,26,s12,True,unspecified,increase,increase,increase,23,119.0
revdata,26,s14,True,decrease,decrease,decrease,stable,23,119.0
revdata,26,s15,True,absent,increase,increase,decrease,23,119.0
revdata,27,s4,False,absent,increase,,decrease,23,66.0
revdata,27,s7,False,absent,decrease,,increase,23,66.0
revdata,27,s9,True,decrease,decrease,decrease,decrease,23,66.0
revdata,27,s11,True,increase,increase,increase,increase,23,66.0
revdata,27,s12,True,increase,increase,increase,increase,23,66.0
revdata,27,s14,True,decrease,decrease,decrease,increase,23,66.0
revdata,27,s15,True,absent,increase,increase,decrease,23,66.0
revdata,28,s4,False,absent,increase,,decrease,23,97.0
revdata,28,s7,False,absent,decrease,,decrease,23,97.0
revdata,28,s9,True,increase,decrease,decrease,decrease,23,97.0
revdata,28,s11,True,increase,increase,increase,increase,23,97.0
revdata,28,s12,True,unspecified,increase,increase,increase,23,97.0
revdata,28,s14,True,increase,decrease,decrease,increase,23,97.0
revdata,28,s15,True,unspecified,increase,increase,increase,23,97.0
revdata,29,s4,False,absent,increase,,stable,23,90.0
revdata,29,s7,False,absent,decrease,,increase,23,90.0
revdata,29,s9,True,decrease,decrease,decrease,decrease,23,90.0
revdata,29,s11,True,increase,increase,increase,stable,23,90.0
revdata,29,s12,True,decrease,increase,increase,increase,23,90.0
revdata,29,s14,True,decrease,decrease,decrease,stable,23,90.0
revdata,29,s15,True,absent,increase,increase,increase,23,90.0
revdata,30,s4,False,absent,increase,,increase,42,115.0
revdata,30,s7,False,absent,decrease,,increase,42,115.0
revdata,30,s9,True,decrease,decrease,decrease,decrease,42,115.0
revdata,30,s11,True,increase,increase,increase,increase,42,115.0
revdata,30,s12,True,unspecified,increase,increase,decrease,42,115.0
revdata,30,s14,True,decrease,decrease,decrease,decrease,42,115.0
revdata,30,s15,True,absent,increase,increase,decrease,42,115.0
revdata,31,s4,False,absent,increase,,decrease,42,8.0
revdata,31,s7,False,absent,decrease,,increase,42,8.0
revdata,31,s9,True,decrease,decrease,decrease,decrease,42,8.0
revdata,31,s11,True,increase,increase,increase,increase,42,8.0
revdata,31,s12,True,increase,increase,increase,increase,42,8.0
revdata,31,s14,True,decrease,decrease,decrease,stable,42,8.0
revdata,31,s15,True,increase,increase,increase,decrease,42,8.0
revdata,32,s4,False,absent,increase,,decrease,23,48.0
revdata,32,s7,False,absent,decrease,,increase,23,48.0
revdata,32,s9,True,decrease,decrease,decrease,decrease,23,48.0
revdata,32,s11,True,increase,increase,increase,decrease,23,48.0
revdata,32,s12,True,unspecified,increase,increase,decrease,23,48.0
revdata,32,s14,True,decrease,decrease,decrease,decrease,23,48.0
revdata,32,s15,True,absent,increase,increase,decrease,23,48.0
revdata,33,s4,False,absent,increase,,decrease,23,106.0
revdata,33,s7,False,absent,decrease,,increase,23,106.0
revdata,33,s9,True,decrease,decrease,decrease,stable,23,106.0
revdata,33,s11,True,increase,increase,increase,decrease,23,106.0
revdata,33,s12,True,unspecified,increase,increase,increase,23,106.0
revdata,33,s14,True,decrease,decrease,decrease,increase,23,106.0
revdata,33,s15,True,absent,increase,increase,stable,23,106.0
revdata,34,s4,False,absent,increase,,decrease,23,7.0
revdata,34,s7,False,absent,decrease,,increase,23,7.0
revdata,34,s9,True,decrease,decrease,decrease,increase,23,7.0
revdata,34,s11,True,increase,increase,increase,decrease,23,7.0
revdata,34,s12,True,increase,increase,increase,increase,23,7.0
revdata,34,s14,True,decrease,decrease,decrease,increase,23,7.0
revdata,34,s15,True,increase,increase,increase,decrease,23,7.0
revdata,35,s4,False,absent,increase,,decrease,42,11.0
revdata,35,s7,False,absent,decrease,,increase,42,11.0
revdata,35,s9,True,decrease,decrease,decrease,decrease,42,11.0
revdata,35,s11,True,increase,increase,increase,decrease,42,11.0
revdata,35,s12,True,unspecified,increase,increase,increase,42,11.0
revdata,35,s14,True,decrease,decrease,decrease,decrease,42,11.0
revdata,35,s15,True,absent,increase,increase,decrease,42,11.0
revdata,36,s4,False,absent,increase,,decrease,23,19.0
revdata,36,s7,False,absent,decrease,,increase,23,19.0
revdata,36,s9,True,decrease,decrease,decrease,increase,23,19.0
revdata,36,s11,True,increase,increase,increase,decrease,23,19.0
revdata,36,s12,True,unspecified,increase,increase,increase,23,19.0
revdata,36,s14,True,decrease,decrease,decrease,increase,23,19.0
revdata,36,s15,True,absent,increase,increase,decrease,23,19.0
revdata,37,s4,False,absent,increase,,decrease,23,21.0
revdata,37,s7,False,absent,decrease,,increase,23,21.0
revdata,37,s9,True,decrease,decrease,decrease,increase,23,21.0
revdata,37,s11,True,increase,increase,increase,decrease,23,21.0
revdata,37,s12,True,unspecified,increase,increase,increase,23,21.0
revdata,37,s14,True,decrease,decrease,decrease,increase,23,21.0
revdata,37,s15,True,absent,increase,increase,decrease,23,21.0
revdata,38,s4,False,absent,increase,,increase,23,50.0
revdata,38,s7,False,absent,decrease,,decrease,23,50.0
revdata,38,s9,True,decrease,decrease,decrease,decrease,23,50.0
revdata,38,s11,True,increase,increase,increase,decrease,23,50.0
revdata,38,s12,True,unspecified,increase,increase,increase,23,50.0
revdata,38,s14,True,decrease,decrease,decrease,decrease,23,50.0
revdata,38,s15,True,absent,increase,increase,decrease,23,50.0
revdata,39,s4,False,absent,increase,,decrease,23,125.0
revdata,39,s7,False,absent,decrease,,decrease,23,125.0
revdata,39,s9,True,decrease,decrease,decrease,decrease,23,125.0
revdata,39,s11,True,increase,increase,increase,increase,23,125.0
revdata,39,s12,True,unspecified,increase,increase,decrease,23,125.0
revdata,39,s14,True,decrease,decrease,decrease,decrease,23,125.0
revdata,39,s15,True,absent,increase,increase,increase,23,125.0
revdata,40,s4,False,absent,increase,,decrease,23,28.0
revdata,40,s7,False,absent,decrease,,increase,23,28.0
revdata,40,s9,True,decrease,decrease,decrease,decrease,23,28.0
revdata,40,s11,True,increase,increase,increase,decrease,23,28.0
revdata,40,s12,True,unspecified,increase,increase,increase,23,28.0
revdata,40,s14,True,decrease,decrease,decrease,decrease,23,28.0
revdata,40,s15,True,absent,increase,increase,increase,23,28.0
revdata,41,s4,False,absent,increase,,decrease,23,18.0
revdata,41,s7,False,absent,decrease,,increase,23,18.0
revdata,41,s9,True,decrease,decrease,decrease,increase,23,18.0
revdata,41,s11,True,increase,increase,increase,decrease,23,18.0
revdata,41,s12,True,unspecified,increase,increase,increase,23,18.0
revdata,41,s14,True,decrease,decrease,decrease,increase,23,18.0
revdata,41,s15,True,absent,increase,increase,decrease,23,18.0
revdata,42,s4,False,absent,increase,,decrease,23,10.0
revdata,42,s7,False,absent,decrease,,increase,23,10.0
revdata,42,s9,True,decrease,decrease,decrease,increase,23,10.0
revdata,42,s11,True,increase,increase,increase,decrease,23,10.0
revdata,42,s12,True,unspecified,increase,increase,increase,23,10.0
revdata,42,s14,True,decrease,decrease,decrease,increase,23,10.0
revdata,42,s15,True,absent,increase,increase,decrease,23,10.0
revdata,43,s4,False,absent,increase,,decrease,23,59.0
revdata,43,s7,False,absent,decrease,,increase,23,59.0
